Key,Tuning,Tune,aka,Parts,Composer,Player,Album,MP3_1,MP3_2,MP3_3,MP3_4,Video_1,Video_2,Video_3,Video_4,Lyrics,Source,Dates,Notes,NeedChangeOnWebsite,pdf,Info,Order,Modal
G,GDAE,Roustabout ,,,,,,https://sites.google.com/site/spiraloldtime/#G,,,,,,,,,,,,,,,3,
G,GDAE,Rye Straw,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Saddle up the Grey ,,,,,,https://www.slippery-hill.com/content/saddle-grey,https://www.oldtownschool.org/fiddle/fun/saddleupthegrey4032.mp3,,,,,,,,,,,,,,3,
G,GDAE,Sally Johnson ,,,,,,https://sites.google.com/site/spiraloldtime/#G,,,,https://www.youtube.com/watch?v=kWXYg_4gnOI,https://www.youtube.com/watch?v=wQMRskHg-BY,,,,,,,,,,3,
G,GDAE,Sandy River Belle ,,,,,,https://sites.google.com/site/spiraloldtime/#G,https://www.slippery-hill.com/content/sandy-river-belle-0,,,https://www.youtube.com/watch?v=epHN2MQgS0I,,,,,,,,,,,3,
G,GDAE,Seneca Squaredance,Waiting For The Federales,,,,,http://stringband.mossyroof.com/#Gtunes,,,,,,,,,,,,,,,3,
G,GDAE,Sheep & Hogs Walking Thru The Pasture,Hogs and Sheep Goin' to the Pasture,,,,,https://www.slippery-hill.com/content/sheep-and-hogs-walking-through-pasture,,,,https://oldtime-central.com/sheeps-and-hogs-going-to-the-pasture-fiddle-lesson-with-craig-judelman/,https://www.youtube.com/watch?v=7VFmYdVDFIQ,,,,,,,,,https://oldtime-central.com/sheeps-and-hogs-going-to-the-pasture-fiddle-lesson-with-craig-judelman/,3,
G,GDAE,Shoes & Stockings ,,,,,,,,,,https://www.youtube.com/watch?v=Ur2Q8Oxpik8&t=2246s,,,,,,,,,,,3,
G,GDAE,Shoot That Turkey Buzzard,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Shove That Pig's Foot A Little Closer To The Fire ,Push that Pig's Foot a Little Further into the Fire,,,,,http://stringband.mossyroof.com/#Gtunes,,,,,,,,,,,,,,,3,
G,GDAE,Skillet Good & Greasy,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Someone I Love,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Springfield Girl,Springfield Gals,,,,,http://stringband.mossyroof.com/#Gtunes,,,,https://www.youtube.com/watch?v=4OqemQ2Cn4w,,,,,,,,,,,3,
G,GDAE,Stoney Point ,Wild Horses at Stoney Point,4 pts,,,,,,,,https://www.youtube.com/watch?v=cXZty1_QNDQ,,,,,,,,,,,3,
G,GDAE,Streak O' Lean,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Stump Tailed Dog ,,,,,,https://sites.google.com/site/spiraloldtime/#G,,,,https://www.youtube.com/watch?v=vMmO2NI2KsU,,,,,,,,,,,3,
G,GDAE,Sugar Babe,,,,,,https://archive.org/details/u2006-07-14.flac16/ue2006-07-14d1t12.flac,,,,,,,,,,,,,,,3,
G,GDAE,Swinging On A Gate,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Teabag Blues,,,Hank Bradley,,,,,,,https://www.youtube.com/watch?v=yq-OI1KKaw4,,,,,,,,,,,3,
G,GDAE,Temperance Reel,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Tennessee Breakdown,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Texas Bob War,Barbed Wire,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,The Darker The Night,,,,Snake Chapman,,,,,,,,,,,,,,,,,3,
G,GDAE,Tom Bigbee Waltz ,,,,,,http://www.hangoutstorage.com/jukebox.asp?site=Fiddle+Hangout&URL=http%3A%2F%2Fwww%2Efiddlehangout%2Ecom%2Fmyhangout%2Fmedia%2Dplayer%2Faudio%5Fplayer%2Easp%3FmusicID%3D5039,https://sites.google.com/site/spiraloldtime/#G,,,,,,,,,,,,,,3,
G,GDAE,Train on the Island,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Twinkle Little Star ,,,,,,,,,,https://www.youtube.com/watch?v=Z1-o1jlPHEA,https://www.youtube.com/watch?v=k_yvvPMbEtM,https://www.youtube.com/watch?v=CWS6fXU79wc,,,,,,,,,3,
G,GDAE,Walk Along John,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Walking In My Sleep,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Waynesboro,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Westphalia Waltz,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Where's That Preacher With The Rabbi's Wife  ,,,,,,https://archive.org/details/u2006-07-14.flac16,,,,,,,,,,,,,,,3,
G,GDAE,Willow On The Lake  ,,,Rayna Gellert,,,,,,,https://www.youtube.com/watch?v=FQSjoEIvZEE,,,,,,,,,,,3,
G,GDAE,Wink The Other Eye ,,,,,,https://www.slippery-hill.com/content/wink-other-eye,,,,https://www.youtube.com/watch?v=k5XJ_sAhC0c,,,,,,,,,,,3,
G,GDAE,Wolf Creek,,,,,,,,,,,,,,,,,,,,,3,
G,GDAE,Year Of The Jubilo,,,,,,,,,,,,,,,,,,,,,3,
C,GDAE,Altamont ,,,,,,,,,,https://www.youtube.com/watch?v=G6RJ_opoJN4,,,,,,,,,,,4,
C,GDAE,Barndance Polka ,,,,,,https://www.mne.psu.edu/lamancusa/tunes/wav/barndancepolka.mp3,https://www.slippery-hill.com/content/barndance-polka,,,,,,,,,,,,,,4,
C,GDAE,Billy In The Lowground ,,,,,,https://www.slippery-hill.com/content/billy-low-ground-10,https://www.slippery-hill.com/content/billy-low-ground-33,https://www.slippery-hill.com/content/billy-low-ground-32,https://www.slippery-hill.com/search-page?recordings_keywords=billy+in+the+low+ground,,,,,,,,,,,,4,
C,GDAE,Boston Boy ,,,,,,https://www.slippery-hill.com/content/boston-boy,https://sites.google.com/site/spiraloldtime/#C,,,https://www.youtube.com/watch?v=QiTm4YtZju0,,,,,,,,,,,4,
C,GDAE,Chinese Breakdown ,,,,,,https://sites.google.com/site/spiraloldtime/#C,,,,,,,,,,,,,,,4,
C,GDAE,Down In Little Egypt ,,,,,,https://sites.google.com/site/spiraloldtime/#C,,,,https://www.youtube.com/watch?v=HSV1qQGTRRQ,,,,,,,,,,,4,
C,GDAE,East Tennessee Blues ,,,,,,,,,,https://www.youtube.com/watch?v=Vq8rwzPHbdI,,,,,,,,,,,4,
C,GDAE,Farewell To Trion ,,3 pts,,,,https://sites.google.com/site/spiraloldtime/#C,,,,https://www.youtube.com/watch?v=zJQabRQjXEw,,,,,,,,,,,4,
C,GDAE,"Fiddler's Drunk, Fun's All Over ",,,,,,https://sites.google.com/site/spiraloldtime/#C,https://www.slippery-hill.com/content/fiddlers-drunk-and-funs-all-over,,,https://www.youtube.com/watch?v=jpbGCu6ruEA,,,,,,,,,,,4,
C,GDAE,Flat Foot Henry ,,,,,,https://sites.google.com/site/spiraloldtime/#C,,,,https://www.youtube.com/watch?v=Nj-erMwbreM,,,,,,,,,,,4,
C,GDAE,Four Cent Cotton ,,,,,,,,,,https://www.youtube.com/watch?v=daevExXIrZs,,,,,,,,,,,4,
C,GDAE,Lost Girl,,,,,,,,,,,,,,,,,,,,,4,
C,GDAE,Mississippi Breakdown ,,,,,,,,,,https://www.youtube.com/watch?v=Si40yzOm9xw,,,,,,,,,,,4,
C,GDAE,None of Your Business ,,,Noah Beavers,,,https://www.slippery-hill.com/content/none-your-business,,,,,,,,,,,,,,https://tunearch.org/wiki/None_of_Your_Business,4,
C,GDAE,Old Gray Goose ,,,,,,https://www.slippery-hill.com/content/old-grey-goose,,,,,,,,,,,,,,,4,
C,GDAE,Old Joe  ,,,,,,https://sites.google.com/site/spiraloldtime/#C,https://www.parlorpickers.com/,,,,,,,,,,,,,,4,
C,GDAE,Pike Peak,,,,,,,,,,,,,,,,,,,,,4,
C,GDAE,Poor Girls Waltz,,,Andy de Jarlis,,,,,,,https://www.youtube.com/watch?v=0ve1UahbX2E,,,,,,,,,,,4,
C,GDAE,Snowdrop,,,Kirk McGee,,,https://www.banjohangout.org/myhangout/music-search.asp?searchTitle=Snowdrop&strict=true,,,,https://www.youtube.com/watch?v=LcOIrl2vRKA,,,,,,,,,,,4,
C,GDAE,"Streak O' Lean, Streak O' Fat",,,,,,,,,,,,,,,,,,,,,4,
C,GDAE,Tennessee Wagner ,,,,,,https://www.slippery-hill.com/content/tennessee-wagner,,,,,,,,,,,,,,,4,
C,GDAE,Texas Gals ,,,,,,,,,,https://www.youtube.com/watch?v=e2BxUKuXUOs,https://www.youtube.com/watch?v=Pi4TKuBHV-Q,,,,,,,,,,4,
C,GDAE,Tuscaloosa Waltz ,,,,,,https://www.mne.psu.edu/lamancusa/tunes/wav/TuscaloosaWaltz.mp3,,,,,,,,,,,,,,,4,
C,GDAE,Wagoner One-Step,,,,,,https://www.slippery-hill.com/system/files/recordings/WagonerOneStep.mp3,,,,https://www.youtube.com/watch?v=m85M7XOC_9M,,,,,,,,,,,4,
Calico,AEAC#,Crow Creek,,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,"Drunken Hiccups (a.k.a. Jack of Diamonds, Rye Wiskey) ",,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,Grigsby's Hornpipe ,,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,Hangman's Reel / Reel du Pendu ,,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,Happy Hollow,,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,Jack 'O Diamonds,,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,Laughing Boy ,,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,Lost Indian ,,,,,,,,,,,,,,,,,,,,,5,
Calico,AEAC#,The Scolding Wife ,,,,,,,,,,,,,,,,,,,,,5,
Drop-D,DDAD,Bonnaparte's Retreat ,,,,,,,,,,,,,,,,,,,,,6,
Drop-D,DDAD,New Coat of Paint,,,Erynn Marshall,,,,,,,,,,,,,,,,,,6,
Drop-D,DDAD,Trouble On The Mind ,,,,,,,,,,,,,,,,,,,,,6,
GDAD,GDAD,Betty Baker  ,,,,,,,,,,,,,,,,,,,,,6,
GDAD,GDAD,Flatwoods ,,,,,,,,,,,,,,,,,,,,,6,
GDAD,GDAD,Rusty Gun ,,,,,,,,,,,,,,,,,,,,,6,
GDAD,GDAD,Saddle Up The Grey ,,,,,,,,,,,,,,,,,,,,,6,
E Modal,GDAE,Whiteface,,,Joe Thrift,,,,,,,,,,,,,,,,,,7,Modal
A Modal - Dorian,GDAE,28th of January ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Big Black Cat,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Brushy Fork Of John's Creek ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Cluck Old Hen ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Cold Frosty Morning ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Ducks On The Pond ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Elzic's Farewell ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Greasy Coat ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Great High Wind That Blew the Low Post Down ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Growling Old Man and Grumbling Old Woman ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Hobart's Transformation ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Hog Eyed Man ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,John Riley The Shepherd ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,June Apple ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Kitchen Girl ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Lady On The Lake ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Little Sadie,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Possum Up A Persimmon Tree ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Pretty Little Cat  ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Pretty Little Dog  ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Shakin' Down The Acorns ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Modal - Dorian,GDAE,Squirrel Hunter ,,,,,,,,,,,,,,,,,,,,,8,Modal
A Mixolydian,AEAE,Benton's Dream,,,Benton Flippen,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Boatin' Up Sandy,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Cookhouse Joe ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Double File ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Fine Times At Our House ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,"Granny, Does Your Dog Bite? ",,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Icy Mountain ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Jeff Sturgeon ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Little Doney  ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Lonesome John,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Mike In The Wilderness ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Old Bunch Of Keys ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Old Joe Clark ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Rock Andy ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Rocky Road To Dublin ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Salt River ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Shelvin Rock ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Tater Patch ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Texas ,,,,,,,,,,,,,,,,,,,,,9,Modal
A Mixolydian,AEAE,Uncle Jimmy's Cluck Old Hen,,,,,,,,,,,,,,,,,,,,,9,Modal
D Mixolydian,GDAE,Kickin' Up The Devil On A Holiday ,,,,,,,,,,,,,,,,,,,,,10,Modal
D Mixolydian,GDAE,Little Maggie,,,,,,,,,,,,,,,,,,,,,10,Modal
D Mixolydian,GDAE,Roscoe's Gone,,,Hank Bradley,,,,,,,,,,,,,,,,,,10,Modal
D Mixolydian,GDAE,Sadie At The Back Door,,,Jere Canote,,,,,,,,,,,,,,,,,,10,Modal
G Mixolydian,GDAE,Darker The Night,Darker The Night The Better I Can See,,,,,,,,,,,,,,,,,,,,11,Modal
G Mixolydian,GDAE,"Goodbye Girls, I'm Going To Boston ",,,,,,,,,,,,,,,,,,,,,11,Modal
G Mixolydian,GDAE,Jack Of Diamonds ,,,,,,,,,,,,,,,,,,,,,11,Modal
G Mixolydian,GDAE,Pateroller,,,Hobart Smith,,,,,,,,,,,,,,,,,,11,Modal
